Visibility,O3,station,O_XYLENE,NMHC,PH_RAIN,PRESSURE,UVB,ETHYLBENZENE,RH,NOx,PM2.5,RP,O3-TEST2,CO,SHELT_TEMP,RAINFALL,THC,WIND_DIREC,year,RAIN_INT,RAIN_TEMP,SO2-test,CH4,UVB-1,O3-test,SO2,WIND_SPEED,VOLUME,UVA-1,AMB_TEMP,UVA,WD_HR,NO2,BENZENE,PM10,M_P_XYLENES,WS_HR,TOLUENE,PM2.5-test,RAIN_COND,CO2,NO
,0.06864111966083074,,,0.08984842105764577,0.051412450122017166,,0.09180674694542375,,5.692167577413479e-05,0.08206240046691626,0.10011384335154827,,,0.02447882273122909,,0.008051963056819409,0.08929451905793656,0.030207413336014833,2.702973000002703e+293,,,,0.09423060936507825,,,0.03737912592567715,0.030979448499736773,,,0.011826273565871601,,,0.08207337903932298,,0.0695833869893627,,,,,0.04526396307177726,,0.08345071698093975
,0.06766706944506529,,,0.1085248499943394,0.03636079198708146,,0.09040613691921287,,0.0,0.08838467019584367,0.09230593607305936,,,0.033630369055779374,,0.013138877215009625,0.1074238408609517,0.041873438730854126,2.7413700274137e+289,,,,0.10797419222076754,,,0.03806908405162167,0.037132313381023525,,,0.01620123573690199,,,0.08842725180781481,,0.07214063379026193,,,,,0.039459095154534135,,0.09016450310801666
,0.05969003225812985,,,0.09820620972332599,0.02790198029476623,,0.08132064483330863,,0.0,0.08179996312344792,0.09432058875414003,,,0.028986656530915953,,0.007211255218760459,0.0972489987460173,0.029307776747286064,2.6696002933626696e+297,,,,0.09728772505547989,,,0.027270956451690965,0.018027831139030115,,,0.01051511693293417,,,0.08191005294667496,,0.0543722883190472,,,,,0.027042480361436284,,0.08416069739853202
,0.06716647468267418,,,0.1697630642478336,0.14051481762635679,,0.04323188951892427,,0.8168611774156409,0.09769542843017395,0.3780669951240704,,,0.03950388271990454,,0.023409782957151036,0.16971594366274237,0.08825919051198969,2.6357898947789517e+301,,,,0.16975548174100688,,,0.041591580941724014,0.08972853639310022,,,0.031103529505866277,,,0.09779714150466887,,0.09465634729384358,,,,,0.14208531683385178,,0.10073409169043517
,0.1182835450685489,,,0.27329605456486317,0.986873668891775,,0.168733888845154,,0.2248665537938168,0.16751044646014032,0.6513056686840436,,,0.0871659890692139,,0.0447412044583087,0.2730889039725146,0.09808009723349752,2.6371058158447426e+301,,,,0.25527901462835545,,,0.09561461804943157,0.09573783896203635,,,0.04967988769300024,,,0.16750425816253972,,0.0632135682392101,,,,,0.986873668891775,,0.16864162259764928
,0.02702261964532499,,,0.4971509560867548,0.1942632598429367,,0.0714713263511949,,0.019252542647159532,0.05424744343144856,0.22982762724519828,,,0.022805433444549883,,0.021937117093076323,0.4851593339279159,0.021692159462955912,inf,,,,0.4971323726737783,,,0.030053059628764752,0.0220172632374252,,,0.02253591063522332,,,0.05428610520665076,,0.032607871446076055,,,,,0.1942632598429367,,0.05424744343144856
,0.028689510147763084,,,0.3450396214600419,0.01961723021342494,,0.08126308198529579,,0.028681581048127965,0.03351651630000399,0.044035383570898735,,,0.021666601966502,,0.009022766029407561,0.34505506042056755,0.007144481057171654,2.6054553507298783e+305,,,,0.34505506042056755,,,0.02152021652707737,0.007013000034132126,,,0.007225915347767947,,,0.03351801834278217,,0.021890415573375153,,,,,0.020471918484012017,,0.03350700915062766
,0.040549063064931265,,,0.13929906039670154,0.017434195740669817,,0.03196998297542085,,0.013272989862913528,0.037705193118184765,0.07611894778783805,,,0.0284681576436723,,0.011587548442071187,0.13929906039670154,0.01355436946994612,2.6067541819116976e+305,,,,0.13929906039670154,,,0.026537783254448805,0.010737824198480211,,,0.009106987138212397,,0.3893096286531668,0.037705193118184765,,0.025538576730917795,,0.38882480039727807,,,0.017416171227331675,,0.037705184865202475
0.5965801855733269,0.026310246584852794,,0.17321941004006497,0.037269196714364815,0.01200756694112606,0.004819602473571707,0.048885325674254056,0.1741078176911805,0.02075475449520745,0.028147434865525726,0.02950231428989537,0.2554288099574985,0.32108516483516486,0.013029438102933139,0.006246087281738801,0.02023728281744897,0.037269196714364815,0.0182128150277375,2.6080530130935173e+305,0.010988360877782771,0.01200756694112606,0.8688524590163934,0.037269196714364815,0.929472978469898,0.39611794171220405,0.021811117747217144,0.018209603779812296,0.16889808102567436,0.9503263509411051,0.023128996369740317,0.07578172434729812,0.027533794082144212,0.028147434865525726,0.17410766001340827,0.024649496854897087,0.1740279696673245,0.028960150458795204,0.17432421414453672,0.039503642987249545,0.01200756694112606,0.021986428977098304,0.028147434865525726
,0.039630129153790446,,,0.22492714032253266,0.012692327499465207,,0.18279168827114034,,0.00686854996006039,0.026208501147156355,0.019397032595789728,,,0.011140358949200789,,0.008130906251236263,0.22492714032253266,0.008496480004403633,2.6093518442753366e+305,,,,0.22492714032253266,,,0.021645406374956745,0.007951685066882472,,,0.006421083910677727,,0.007763371306554434,0.026208501147156355,,0.0193360097718548,,0.00993714453955977,,,0.012692327499465207,,0.026208501147156355
,0.019592757330926698,,,0.04451700266029344,0.04852362135945081,,0.009418902584733713,,0.01075386021779256,0.025503643794448826,0.025018117369619963,,,0.015924924098087233,,0.011265640415702681,0.04451700266029344,0.010315806904874304,2.6106506754571563e+305,,,,0.04452017363949182,,,0.02743863155344361,0.01023379482340596,,,0.010264081092353494,,0.010673489673893088,0.025503643794448826,,0.022876965456601034,,0.010920652409874164,,,0.04852962953056352,,0.025503643794448826
