yyyymmdd,CS,FT,NE,SNE,SWF,SSWF,TYW,TC100,TC200,TC300,TC500,TC1000,NWPTY
20031025,0,0,0,0,0,0,0,0,0,0,0,0,1
20031026,0,0,0,0,0,0,0,0,0,0,0,0,1
20031027,0,0,0,0,0,0,0,0,0,0,0,0,1
20031028,0,0,1,0,0,0,0,0,0,0,0,0,1
20031029,0,0,1,1,0,0,0,0,0,0,0,0,1
20031030,0,0,1,0,0,0,0,0,0,0,0,0,1
20031031,0,0,0,0,0,0,0,0,0,0,0,1,1
20031101,0,0,0,0,0,0,1,0,0,1,1,1,1
20031102,0,0,0,0,0,0,1,1,1,1,1,1,1
20031103,0,0,1,1,0,0,1,1,1,1,1,1,1
20031104,0,0,1,1,0,0,0,0,1,1,1,1,1
20031105,0,0,0,0,0,0,0,0,0,1,1,1,1
20031106,0,0,0,0,0,0,0,0,0,0,0,0,1
20031107,0,0,0,0,0,0,0,0,0,0,0,0,0
20031108,0,0,0,0,0,0,0,0,0,0,0,0,0
20031109,0,1,1,1,0,0,0,0,0,0,0,0,0
20031110,0,1,1,1,0,0,0,0,0,0,0,0,0
20031111,0,0,1,1,0,0,0,0,0,0,0,0,1
20031112,0,0,1,1,0,0,0,0,0,0,0,0,1
20031113,0,0,0,0,0,0,0,0,0,0,0,0,1
20031114,0,0,0,0,0,0,0,0,0,0,0,0,1
20031115,0,0,1,1,0,0,0,0,0,0,0,0,1
20031116,0,1,1,1,0,0,0,0,0,0,0,0,1
20031117,0,1,1,1,0,0,0,0,0,0,0,0,1
20031118,0,0,1,0,0,0,0,0,0,0,0,0,1
20031119,0,1,0,0,0,0,0,0,0,0,0,0,1
20031120,0,0,0,0,0,0,0,0,0,0,0,0,1
20031121,0,0,1,1,0,0,0,0,0,0,0,0,1
20031122,0,0,1,1,0,0,0,0,0,0,0,0,1
20031123,0,0,1,1,0,0,0,0,0,0,0,0,1
20031124,0,0,1,0,0,0,0,0,0,0,0,0,1
20031125,0,0,1,1,0,0,0,0,0,0,0,0,1
20031126,0,0,1,1,0,0,0,0,0,0,0,0,1
20031127,0,0,1,1,0,0,0,0,0,0,0,0,1
20031128,0,0,1,1,0,0,0,0,0,0,0,0,1
20031129,0,0,0,0,0,0,0,0,0,0,0,0,1
20031130,0,0,0,0,0,0,0,0,0,0,0,0,1
20031201,0,0,0,0,0,0,0,0,0,0,0,0,1
20031202,0,0,1,1,0,0,0,0,0,0,0,0,1
20031203,0,0,1,1,0,0,0,0,0,0,0,0,1
20031204,0,0,0,0,0,0,0,0,0,0,0,0,0
20031205,0,0,0,0,0,0,0,0,0,0,0,0,0
20031206,0,0,1,1,0,0,0,0,0,0,0,0,0
20031207,0,0,1,1,0,0,0,0,0,0,0,0,0
20031208,0,0,0,0,0,0,0,0,0,0,0,0,0
20031209,0,0,1,1,0,0,0,0,0,0,0,0,0
20031210,0,0,1,1,0,0,0,0,0,0,0,0,0
20031211,0,0,1,1,0,0,0,0,0,0,0,0,0
20031212,0,0,1,1,0,0,0,0,0,0,0,0,0
20031213,0,0,1,1,0,0,0,0,0,0,0,0,0
20031214,0,0,1,0,0,0,0,0,0,0,0,0,0
20031215,0,0,1,1,0,0,0,0,0,0,0,0,0
20031216,0,0,1,0,0,0,0,0,0,0,0,0,0
20031217,0,0,1,1,0,0,0,0,0,0,0,0,0
20031218,0,0,1,1,0,0,0,0,0,0,0,0,0
20031219,0,0,1,1,0,0,0,0,0,0,0,0,0
20031220,0,0,1,1,0,0,0,0,0,0,0,0,0
20031221,0,0,1,1,0,0,0,0,0,0,0,0,0
20031222,0,0,1,0,0,0,0,0,0,0,0,0,0
20031223,0,0,0,0,0,0,0,0,0,0,0,0,1
20031224,0,0,0,0,0,0,0,0,0,0,0,0,1
20031225,0,0,1,1,0,0,0,0,0,0,0,0,1
20031226,0,1,1,1,0,0,0,0,0,0,0,0,1
20031227,0,0,1,0,0,0,0,0,0,0,0,0,1
20031228,0,0,0,0,0,0,0,0,0,0,0,0,0
20031229,0,0,0,0,0,0,0,0,0,0,0,0,0
20031230,0,0,0,0,0,0,0,0,0,0,0,0,0
20031231,0,1,1,1,0,0,0,0,0,0,0,0,0
20040101,0,0,1,0,0,0,0,0,0,0,0,0,0
20040102,0,0,1,1,0,0,0,0,0,0,0,0,0
20040103,0,0,0,0,0,0,0,0,0,0,0,0,0
20040104,0,0,0,0,0,0,0,0,0,0,0,0,0
20040105,0,0,1,0,0,0,0,0,0,0,0,0,0
20040106,0,0,1,0,0,0,0,0,0,0,0,0,0
20040107,0,0,1,1,0,0,0,0,0,0,0,0,0
20040108,0,0,1,1,0,0,0,0,0,0,0,0,0
20040109,0,0,1,0,0,0,0,0,0,0,0,0,0
20040110,0,0,0,0,0,0,0,0,0,0,0,0,0
20040111,0,1,1,1,0,0,0,0,0,0,0,0,0
20040112,0,0,1,1,0,0,0,0,0,0,0,0,0
20040113,0,0,1,1,0,0,0,0,0,0,0,0,0
20040114,0,0,0,0,0,0,0,0,0,0,0,0,0
20040115,0,0,0,0,0,0,0,0,0,0,0,0,0
20040116,0,0,0,0,0,0,0,0,0,0,0,0,0
20040117,0,0,1,0,0,0,0,0,0,0,0,0,0
20040118,0,0,1,0,0,0,0,0,0,0,0,0,0
20040119,0,1,1,1,0,0,0,0,0,0,0,0,0
20040120,1,0,0,0,0,0,0,0,0,0,0,0,0
20040121,1,0,1,1,0,0,0,0,0,0,0,0,0
20040122,1,0,1,1,0,0,0,0,0,0,0,0,0
20040123,1,0,0,0,0,0,0,0,0,0,0,0,0
20040124,1,0,1,1,0,0,0,0,0,0,0,0,0
20040125,1,0,1,1,0,0,0,0,0,0,0,0,0
20040126,0,0,1,0,0,0,0,0,0,0,0,0,0
20040127,1,0,1,1,0,0,0,0,0,0,0,0,0
20040128,0,0,0,0,0,0,0,0,0,0,0,0,0
20040129,0,0,0,0,0,0,0,0,0,0,0,0,0
20040130,0,0,1,0,0,0,0,0,0,0,0,0,0
20040131,0,0,0,0,0,0,0,0,0,0,0,0,0
20040201,0,1,0,0,0,0,0,0,0,0,0,0,0
20040202,0,1,1,1,0,0,0,0,0,0,0,0,0
20040203,0,1,1,1,0,0,0,0,0,0,0,0,0
20040204,0,0,1,1,0,0,0,0,0,0,0,0,0
20040205,0,0,1,1,0,0,0,0,0,0,0,0,0
20040206,0,0,1,1,0,0,0,0,0,0,0,0,0
20040207,0,0,1,1,0,0,0,0,0,0,0,0,0
20040208,0,0,1,1,0,0,0,0,0,0,0,0,0
20040209,0,0,1,1,0,0,0,0,0,0,0,0,0
20040210,0,0,0,0,0,0,0,0,0,0,0,0,1
20040211,0,0,0,0,0,0,0,0,0,0,0,0,1
20040212,0,0,0,0,0,0,0,0,0,0,0,0,1
20040213,0,0,0,0,0,0,0,0,0,0,0,0,1
20040214,0,0,1,0,0,0,0,0,0,0,0,0,1
20040215,0,0,0,0,0,0,0,0,0,0,0,0,1
20040216,0,0,0,0,0,0,0,0,0,0,0,0,1
20040217,0,0,0,0,0,0,0,0,0,0,0,0,1
20040218,0,0,0,0,0,0,0,0,0,0,0,0,1
20040219,0,0,0,0,0,0,0,0,0,0,0,0,1
20040220,0,0,0,0,0,0,0,0,0,0,0,0,0
20040221,0,0,0,0,0,0,0,0,0,0,0,0,0
20040222,0,1,1,1,0,0,0,0,0,0,0,0,0
20040223,0,0,0,0,0,0,0,0,0,0,0,0,0
20040224,0,0,0,0,0,0,0,0,0,0,0,0,0
20040225,0,1,1,0,0,0,0,0,0,0,0,0,0
20040226,0,0,0,0,0,0,0,0,0,0,0,0,0
20040227,0,0,0,0,0,0,0,0,0,0,0,0,0
20040228,0,0,0,0,0,0,0,0,0,0,0,0,0
20040229,0,0,0,0,0,0,0,0,0,0,0,0,0
20040301,0,1,1,1,0,0,0,0,0,0,0,0,0
20040302,0,1,1,1,0,0,0,0,0,0,0,0,0
20040303,0,1,0,0,0,0,0,0,0,0,0,0,0
20040304,0,0,0,0,0,0,0,0,0,0,0,0,0
20040305,0,0,1,0,0,0,0,0,0,0,0,0,0
20040306,0,0,1,1,0,0,0,0,0,0,0,0,0
20040307,0,0,1,1,0,0,0,0,0,0,0,0,0
20040308,0,0,0,0,0,0,0,0,0,0,0,0,0
20040309,0,0,0,0,0,0,0,0,0,0,0,0,0
20040310,0,0,0,0,0,0,0,0,0,0,0,0,0
20040311,0,0,0,0,0,0,0,0,0,0,0,0,0
20040312,0,1,1,0,0,0,0,0,0,0,0,0,0
20040313,0,0,1,0,0,0,0,0,0,0,0,0,0
20040314,0,1,1,0,0,0,0,0,0,0,0,0,1
20040315,0,0,0,0,0,0,0,0,0,0,0,0,1
20040316,0,0,0,0,0,0,0,0,0,0,0,0,1
20040317,0,0,1,0,0,0,0,0,0,0,0,0,1
20040318,0,1,1,1,0,0,0,0,0,0,0,0,1
20040319,0,1,1,1,0,0,0,0,0,0,0,0,1
20040320,0,0,1,1,0,0,0,0,0,0,0,1,1
20040321,0,0,0,0,0,0,0,0,0,0,0,1,1
20040322,0,0,1,1,0,0,0,0,0,0,0,1,1
20040323,0,0,1,1,0,0,0,0,0,0,0,1,1
20040324,0,1,1,0,0,0,0,0,0,0,0,0,0
20040325,0,1,1,1,0,0,0,0,0,0,0,0,0
20040326,0,1,1,1,0,0,0,0,0,0,0,0,0
20040327,0,0,1,0,0,0,0,0,0,0,0,0,0
20040328,0,1,0,0,0,0,0,0,0,0,0,0,0
20040329,0,0,0,0,0,0,0,0,0,0,0,0,0
20040330,0,1,1,0,0,0,0,0,0,0,0,0,0
20040331,0,0,0,0,0,0,0,0,0,0,0,0,0
20040401,0,1,0,0,0,0,0,0,0,0,0,0,0
20040402,0,1,0,0,0,0,0,0,0,0,0,0,1
20040403,0,1,0,0,0,0,0,0,0,0,0,0,1
20040404,0,0,1,0,0,0,0,0,0,0,0,0,1
20040405,0,0,0,0,0,0,0,0,0,0,0,0,1
20040406,0,0,0,0,0,0,0,0,0,0,0,0,1
20040407,0,0,1,0,0,0,0,0,0,0,0,0,1
20040408,0,1,1,1,0,0,0,0,0,0,0,0,1
20040409,0,0,1,0,0,0,0,0,0,0,0,0,1
20040410,0,0,0,0,0,0,0,0,0,0,0,0,1
20040411,0,0,0,0,0,0,0,0,0,0,0,0,1
20040412,0,0,0,0,0,0,0,0,0,0,0,0,1
20040413,0,0,1,0,0,0,0,0,0,0,0,0,1
20040414,0,0,1,0,0,0,0,0,0,0,0,0,1
20040415,0,1,1,0,0,0,0,0,0,0,0,0,1
20040416,0,0,0,0,0,0,0,0,0,0,0,0,1
20040417,0,0,0,0,0,0,0,0,0,0,0,0,1
20040418,0,0,0,0,0,0,0,0,0,0,0,0,1
20040419,0,0,0,0,0,0,0,0,0,0,0,0,0
20040420,0,0,0,0,0,0,0,0,0,0,0,0,0
20040421,0,0,0,0,0,0,0,0,0,0,0,0,0
20040422,0,0,0,0,0,0,0,0,0,0,0,0,0
20040423,0,1,1,1,0,0,0,0,0,0,0,0,0
20040424,0,1,1,1,0,0,0,0,0,0,0,0,0
20040425,0,0,0,0,0,0,0,0,0,0,0,0,0
20040426,0,0,0,0,0,0,0,0,0,0,0,0,0
20040427,0,1,1,1,0,0,0,0,0,0,0,0,0
20040428,0,0,0,0,0,0,0,0,0,0,0,0,0
20040429,0,0,0,0,0,0,0,0,0,0,0,0,0
20040430,0,0,0,0,0,0,0,0,0,0,0,0,0
20040501,0,0,0,0,0,0,0,0,0,0,0,0,0
20040502,0,0,0,0,0,0,0,0,0,0,0,0,0
20040503,0,0,0,0,1,0,0,0,0,0,0,0,0
20040504,0,1,1,1,1,0,0,0,0,0,0,0,0
20040505,0,1,1,0,1,0,0,0,0,0,0,0,0
20040506,0,1,1,0,0,0,0,0,0,0,0,0,0
20040507,0,0,0,0,1,1,0,0,0,0,0,0,0
20040508,0,0,0,0,1,1,0,0,0,0,0,0,0
20040509,0,1,0,0,1,0,0,0,0,0,0,0,0
20040510,0,0,0,0,1,0,0,0,0,0,0,0,0
20040511,0,0,0,0,1,0,0,0,0,0,0,0,0
20040512,0,0,0,0,1,1,0,0,0,0,0,0,0
20040513,0,1,1,0,1,0,0,0,0,0,0,0,1
20040514,0,1,0,0,0,0,0,0,0,0,0,0,1
20040515,0,0,0,0,0,0,0,0,0,0,0,0,1
20040516,0,0,0,0,0,0,0,0,0,0,0,0,1
20040517,0,1,1,1,0,0,0,0,0,0,0,1,1
20040518,0,0,1,0,0,0,0,0,0,0,1,1,1
20040519,0,0,1,0,1,1,0,0,0,0,1,1,1
20040520,0,0,0,0,1,1,0,0,0,0,0,1,1
20040521,0,1,0,0,1,1,0,0,0,0,0,0,1
20040522,0,1,0,0,1,1,0,0,0,0,0,0,1
20040523,0,1,0,0,1,1,0,0,0,0,0,0,0
20040524,0,1,0,0,1,1,0,0,0,0,0,0,0
20040525,0,1,0,0,1,1,0,0,0,0,0,0,0
20040526,0,1,0,0,1,1,0,0,0,0,0,0,0
20040527,0,1,0,0,1,0,0,0,0,0,0,0,0
20040528,0,0,0,0,1,0,0,0,0,0,0,0,0
20040529,0,0,0,0,1,0,0,0,0,0,0,0,0
20040530,0,0,0,0,1,0,0,0,0,0,0,0,0
20040531,0,0,0,0,0,0,0,0,0,0,0,0,0
20040601,0,1,0,0,0,0,0,0,0,0,0,0,0
20040602,0,1,0,0,0,0,0,0,0,0,0,0,0
20040603,0,1,0,0,0,0,0,0,0,0,0,0,0
20040604,0,0,0,0,0,0,0,0,0,0,0,1,1
20040605,0,0,0,0,0,0,0,0,0,0,0,1,1
20040606,0,0,0,0,0,0,0,0,0,0,0,1,1
20040607,0,1,0,0,0,0,1,0,0,0,1,1,1
20040608,0,0,0,0,0,0,1,0,1,1,1,1,1
20040609,0,0,0,0,0,0,1,0,1,1,1,1,1
20040610,0,0,0,0,0,0,0,0,0,0,1,1,1
20040611,0,0,0,0,0,0,0,0,0,0,0,0,1
20040612,0,1,0,0,0,0,0,0,0,0,0,0,1
20040613,0,0,0,0,0,0,0,0,0,0,0,0,1
20040614,0,0,0,0,0,0,0,0,0,0,0,0,1
20040615,0,0,0,0,1,1,0,0,0,0,0,0,1
20040616,0,0,0,0,1,1,0,0,0,0,0,0,1
20040617,0,1,0,0,1,0,0,0,0,0,0,0,1
20040618,0,0,0,0,1,1,0,0,0,0,0,1,1
20040619,0,0,0,0,1,1,0,0,0,0,0,1,1
20040620,0,0,0,0,1,1,0,0,0,0,0,1,1
20040621,0,1,0,0,1,1,0,0,0,0,0,0,1
20040622,0,0,0,0,1,1,0,0,0,0,0,0,1
20040623,0,0,0,0,1,1,0,0,0,0,0,0,1
20040624,0,0,0,0,1,1,0,0,0,0,0,0,1
20040625,0,0,0,0,1,0,0,0,0,0,0,0,1
20040626,0,0,0,0,1,0,0,0,0,0,0,0,1
20040627,0,0,0,0,0,0,0,0,0,0,0,1,1
20040628,0,0,0,0,0,0,1,0,0,0,0,1,1
20040629,0,0,0,0,0,0,1,0,0,0,1,1,1
20040630,0,0,0,0,0,0,1,0,1,1,1,1,1
20040701,0,0,0,0,1,1,1,1,1,1,1,1,1
20040702,0,0,0,0,1,1,1,1,1,1,1,1,1
20040703,0,0,0,0,1,1,1,0,0,1,1,1,1
20040704,0,0,0,0,1,1,0,0,0,0,0,1,1
20040705,0,0,0,0,1,1,0,0,0,0,0,0,1
20040706,0,0,0,0,1,1,0,0,0,0,0,0,1
20040707,0,0,0,0,1,1,0,0,0,0,0,0,1
20040708,0,1,0,0,1,0,0,0,0,0,0,0,1
20040709,0,0,0,0,1,0,0,0,0,0,0,0,1
20040710,0,0,0,0,1,1,0,0,0,0,0,0,1
20040711,0,0,0,0,1,1,0,0,0,0,0,0,1
20040712,0,0,0,0,1,1,0,0,0,0,0,1,1
20040713,0,0,0,0,1,0,0,0,0,0,0,1,1
20040714,0,0,0,0,0,0,1,0,1,1,1,1,1
20040715,0,0,0,0,0,0,1,0,0,1,1,1,1
20040716,0,0,0,0,1,0,0,0,0,0,0,1,1
20040717,0,0,0,0,1,0,0,0,0,0,0,0,0
20040718,0,0,0,0,1,0,0,0,0,0,0,0,0
20040719,0,0,0,0,1,0,0,0,0,0,0,0,0
20040720,0,0,0,0,0,0,0,0,0,0,0,0,0
20040721,0,0,0,0,0,0,0,0,0,0,0,0,0
20040722,0,0,0,0,0,0,0,0,0,0,0,0,0
20040723,0,0,0,0,0,0,0,0,0,0,0,0,0
20040724,0,0,0,0,0,0,0,0,0,0,0,0,1
20040725,0,0,0,0,0,0,0,0,0,0,0,0,1
20040726,0,0,0,0,1,1,0,0,0,1,1,1,1
20040727,0,0,0,0,1,1,0,0,0,0,1,1,1
20040728,0,0,0,0,1,1,0,0,0,0,0,0,1
20040729,0,0,0,0,0,0,0,0,0,0,0,0,1
20040730,0,0,0,0,0,0,0,0,0,0,0,0,1
20040731,0,0,0,0,0,0,0,0,0,0,0,0,1
20040801,0,0,0,0,0,0,0,0,0,0,0,0,1
20040802,0,0,0,0,1,0,0,0,0,0,0,0,1
20040803,0,0,0,0,1,0,0,0,0,0,0,0,1
20040804,0,0,0,0,1,0,0,0,0,0,0,0,1
20040805,0,0,0,0,1,0,0,0,0,0,0,0,1
20040806,0,0,0,0,0,0,0,0,0,0,0,0,1
20040807,0,0,0,0,0,0,0,0,0,0,0,0,1
20040808,0,0,0,0,0,0,0,0,0,0,0,0,1
20040809,0,0,0,0,0,0,0,0,0,0,0,1,1
20040810,0,0,0,0,0,0,1,0,0,0,1,1,1
20040811,0,0,0,0,1,0,1,0,0,1,1,1,1
20040812,0,0,0,0,1,0,1,0,0,1,1,1,1
20040813,0,0,0,0,1,1,0,0,0,0,1,1,1
20040814,0,0,0,0,1,0,0,0,0,0,0,1,1
20040815,0,0,0,0,0,0,0,0,0,0,0,1,1
20040816,0,0,0,0,0,0,0,0,0,0,0,1,1
20040817,0,0,0,0,0,0,0,0,0,0,1,1,1
20040818,0,0,0,0,0,0,0,0,0,0,1,1,1
20040819,0,0,0,0,1,0,0,0,0,0,0,0,1
20040820,0,0,0,0,0,0,0,0,0,0,0,0,1
20040821,0,0,0,0,1,0,0,0,0,0,0,0,1
20040822,0,0,0,0,1,0,1,0,0,0,0,1,1
20040823,0,0,0,0,1,0,1,0,0,1,1,1,1
20040824,0,0,0,0,0,0,1,1,1,1,1,1,1
20040825,0,0,0,0,1,1,1,1,1,1,1,1,1
20040826,0,0,0,0,1,1,1,0,0,1,1,1,1
20040827,0,0,0,0,1,1,0,0,0,0,0,1,1
20040828,0,0,0,0,1,1,0,0,0,0,0,1,1
20040829,0,0,0,0,1,1,0,0,0,0,0,1,1
20040830,0,0,0,0,1,1,0,0,0,0,0,0,1
20040831,0,0,0,0,1,1,0,0,0,0,0,0,1
20040901,0,0,0,0,1,0,0,0,0,0,0,0,1
20040902,0,0,0,0,1,1,0,0,0,0,0,0,1
20040903,0,0,0,0,1,1,0,0,0,0,0,0,1
20040904,0,0,0,0,1,1,0,0,0,0,0,1,1
20040905,0,0,0,0,1,1,0,0,0,0,0,1,1
20040906,0,0,0,0,1,1,0,0,0,0,0,1,1
20040907,0,0,0,0,1,1,0,0,0,0,0,0,1
20040908,0,0,1,0,1,1,0,0,0,0,0,0,1
20040909,0,0,1,1,1,1,0,0,0,0,0,0,1
20040910,0,0,0,0,1,1,0,1,1,1,1,1,1
20040911,0,0,1,0,1,1,1,1,1,1,1,1,1
20040912,0,0,0,0,1,1,1,1,1,1,1,1,1
20040913,0,0,0,0,1,1,1,0,0,1,1,1,1
20040914,0,0,0,0,1,1,0,0,0,0,0,1,1
20040915,0,0,0,0,1,0,0,0,0,0,0,0,1
20040916,0,0,0,0,0,0,0,0,0,0,0,0,1
20040917,0,0,0,0,0,0,0,0,0,0,0,0,1
20040918,0,0,0,0,0,0,0,0,0,0,0,0,1
20040919,0,0,0,0,0,0,0,0,0,0,0,0,1
20040920,0,0,0,0,0,0,0,0,0,0,0,0,1
20040921,0,0,0,0,0,0,0,0,0,0,0,0,1
20040922,0,1,0,0,0,0,0,0,0,0,0,0,1
20040923,0,1,1,1,0,0,0,0,0,0,0,0,1
20040924,0,0,1,1,0,0,0,0,0,0,0,0,1
20040925,0,0,1,1,0,0,0,0,0,0,0,1,1
20040926,0,0,0,0,0,0,1,0,0,0,1,1,1
20040927,0,0,0,0,0,0,1,0,0,0,1,1,1
20040928,0,0,1,0,0,0,0,0,0,0,0,1,1
20040929,0,0,1,0,0,0,0,0,0,0,0,0,1
20040930,0,0,1,0,0,0,0,0,0,0,0,0,1
20041001,0,0,1,1,0,0,0,0,0,0,0,0,1
20041002,0,0,1,1,0,0,0,0,0,0,0,0,1
20041003,0,0,1,1,0,0,0,0,0,0,0,0,1
20041004,0,0,1,1,0,0,0,0,0,0,0,0,1
20041005,0,0,1,1,0,0,0,0,0,0,0,0,1
20041006,0,0,1,0,0,0,0,0,0,0,0,0,1
20041007,0,0,1,0,0,0,0,0,0,0,0,1,1
20041008,0,0,0,0,0,0,0,0,0,0,0,1,1
20041009,0,0,1,0,0,0,0,0,0,0,0,0,1
20041010,0,0,1,0,0,0,0,0,0,0,0,0,1
20041011,0,0,0,0,0,0,0,0,0,0,0,0,1
20041012,0,0,1,0,0,0,0,0,0,0,0,0,1
20041013,0,0,1,1,0,0,0,0,0,0,0,0,1
20041014,0,0,1,1,0,0,0,0,0,0,0,0,1
20041015,0,0,1,1,0,0,0,0,0,0,0,0,1
20041016,0,0,1,1,0,0,0,0,0,0,0,0,1
20041017,0,0,1,1,0,0,0,0,0,0,0,1,1
20041018,0,0,0,0,0,0,0,0,0,0,0,1,1
20041019,0,0,0,0,0,0,0,0,0,0,0,1,1
20041020,0,0,1,0,0,0,0,0,0,0,0,0,1
20041021,0,0,1,0,0,0,0,0,0,0,0,0,1
20041022,0,0,1,1,0,0,0,0,0,0,0,0,1
20041023,0,0,1,1,0,0,1,0,0,0,0,1,1
20041024,0,0,1,1,0,0,1,1,1,1,1,1,1
20041025,0,1,0,0,0,0,1,1,1,1,1,1,1
20041026,0,0,1,1,0,0,0,0,0,0,0,1,1
20041027,0,0,1,1,0,0,0,0,0,0,0,0,1
20041028,0,0,1,0,0,0,0,0,0,0,0,0,0
20041029,0,0,1,1,0,0,0,0,0,0,0,0,0
20041030,0,0,1,0,0,0,0,0,0,0,0,0,0
20041031,0,0,0,0,0,0,0,0,0,0,0,0,0
20041101,0,0,1,0,0,0,0,0,0,0,0,0,0
20041102,0,0,1,0,0,0,0,0,0,0,0,0,0
20041103,0,0,0,0,0,0,0,0,0,0,0,0,0
20041104,0,0,0,0,0,0,0,0,0,0,0,0,0
20041105,0,0,0,0,0,0,0,0,0,0,0,0,0
20041106,0,0,0,0,0,0,0,0,0,0,0,0,0
20041107,0,0,0,0,0,0,0,0,0,0,0,0,0
20041108,0,0,0,0,0,0,0,0,0,0,0,0,0
20041109,0,0,0,0,0,0,0,0,0,0,0,0,0
20041110,0,0,0,0,0,0,0,0,0,0,0,0,0
20041111,0,0,0,0,0,0,0,0,0,0,0,0,0
20041112,0,0,1,1,0,0,0,0,0,0,0,0,0
20041113,0,0,0,0,0,0,0,0,0,0,0,0,1
20041114,0,1,1,0,0,0,0,0,0,0,0,0,1
20041115,0,1,1,1,0,0,0,0,0,0,0,0,1
20041116,0,0,1,1,0,0,0,0,0,0,0,1,1
20041117,0,0,1,1,0,0,0,0,0,0,0,1,1
20041118,0,0,1,1,0,0,0,0,0,0,0,1,1
20041119,0,0,1,0,0,0,0,0,0,0,0,1,1
20041120,0,0,1,1,0,0,0,0,0,0,0,0,1
20041121,0,0,1,1,0,0,0,0,0,0,0,1,1
20041122,0,0,1,1,0,0,0,0,0,0,0,1,1
20041123,0,0,0,0,0,0,0,0,0,0,0,1,1
20041124,0,0,0,0,0,0,0,0,0,0,0,0,1
20041125,0,0,0,0,0,0,0,0,0,0,0,0,1
20041126,0,0,1,1,0,0,0,0,0,0,0,0,1
20041127,0,0,1,1,0,0,0,0,0,0,0,0,0
20041128,0,0,1,0,0,0,0,0,0,0,0,0,1
20041129,0,0,1,1,0,0,0,0,0,0,0,0,1
20041130,0,0,1,1,0,0,0,0,0,0,0,0,1
20041201,0,0,0,0,0,0,0,0,0,0,0,0,1
20041202,0,0,0,0,0,0,1,0,0,0,0,1,1
20041203,0,1,0,0,0,0,1,0,1,1,1,1,1
20041204,0,0,0,0,0,0,1,1,1,1,1,1,1
20041205,0,0,1,1,0,0,0,0,0,0,0,0,0
20041206,0,0,0,0,0,0,0,0,0,0,0,0,0
20041207,0,0,1,1,0,0,0,0,0,0,0,0,0
20041208,0,0,1,1,0,0,0,0,0,0,0,0,0
20041209,0,0,1,0,0,0,0,0,0,0,0,0,1
20041210,0,0,1,1,0,0,0,0,0,0,0,0,1
20041211,0,0,0,0,0,0,0,0,0,0,0,0,1
20041212,0,0,1,1,0,0,0,0,0,0,0,0,1
20041213,0,0,1,0,0,0,0,0,0,0,0,0,1
20041214,0,0,0,0,0,0,0,0,0,0,0,0,1
20041215,0,0,1,0,0,0,0,0,0,0,0,0,1
20041216,0,0,1,1,0,0,0,0,0,0,0,0,1
20041217,0,0,1,0,0,0,0,0,0,0,0,0,1
20041218,0,0,1,0,0,0,0,0,0,0,0,0,1
20041219,0,0,1,1,0,0,0,0,0,0,0,0,1
20041220,0,0,1,1,0,0,0,0,0,0,0,0,1
20041221,0,0,0,0,0,0,0,0,0,0,0,0,1
20041222,0,0,0,0,0,0,0,0,0,0,0,0,1
20041223,0,0,1,1,0,0,0,0,0,0,0,0,1
20041224,0,0,1,1,0,0,0,0,0,0,0,0,0
20041225,0,0,1,1,0,0,0,0,0,0,0,0,0
20041226,0,0,0,0,0,0,0,0,0,0,0,0,0
20041227,0,1,1,1,0,0,0,0,0,0,0,0,0
20041228,0,0,0,0,0,0,0,0,0,0,0,0,0
20041229,0,0,1,0,0,0,0,0,0,0,0,0,0
20041230,0,0,0,0,0,0,0,0,0,0,0,0,0
20041231,1,0,0,0,0,0,0,0,0,0,0,0,0
20050101,1,0,1,1,0,0,0,0,0,0,0,0,0
20050102,0,0,0,0,0,0,0,0,0,0,0,0,0
20050103,0,0,0,0,0,0,0,0,0,0,0,0,0
20050104,0,0,1,1,0,0,0,0,0,0,0,0,0
20050105,0,0,1,0,0,0,0,0,0,0,0,0,0
20050106,0,0,1,1,0,0,0,0,0,0,0,0,0
20050107,0,0,1,1,0,0,0,0,0,0,0,0,0
20050108,0,0,1,1,0,0,0,0,0,0,0,0,0
20050109,0,0,1,1,0,0,0,0,0,0,0,0,0
20050110,0,0,1,1,0,0,0,0,0,0,0,0,0
20050111,0,0,1,1,0,0,0,0,0,0,0,0,0
20050112,0,0,1,1,0,0,0,0,0,0,0,0,0
20050113,0,1,1,1,0,0,0,0,0,0,0,0,1
20050114,0,0,0,0,0,0,0,0,0,0,0,0,1
20050115,1,0,0,0,0,0,0,0,0,0,0,0,1
20050116,1,0,1,1,0,0,0,0,0,0,0,0,1
20050117,0,0,1,0,0,0,0,0,0,0,0,0,1
20050118,0,0,1,0,0,0,0,0,0,0,0,0,1
20050119,0,0,1,1,0,0,0,0,0,0,0,0,1
20050120,0,0,1,1,0,0,0,0,0,0,0,0,0
20050121,0,0,0,0,0,0,0,0,0,0,0,0,0
20050122,0,1,0,0,0,0,0,0,0,0,0,0,0
20050123,0,0,0,0,0,0,0,0,0,0,0,0,0
20050124,0,0,0,0,0,0,0,0,0,0,0,0,0
20050125,0,0,0,0,0,0,0,0,0,0,0,0,0
20050126,0,0,0,0,0,0,0,0,0,0,0,0,0
20050127,0,1,0,0,0,0,0,0,0,0,0,0,0
20050128,0,0,0,0,0,0,0,0,0,0,0,0,0
20050129,0,1,1,0,0,0,0,0,0,0,0,0,0
20050130,0,0,1,1,0,0,0,0,0,0,0,0,0
