,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239
2009-10-15:h23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,3,3,3,3,3,3,4,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,5,5,4,5,5,6,5,6,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,4,4,5,5,5,5,5,5,2,2,2,2,2,1,1,1,1,1,1,2,5,5,5,6,6,5,5,4,4,3,3,3,4,4,5,5,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,5,5,5,5,6,7,6,8,6,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,9,10,13,12,12,12,12,12,12,11,11,12
2009-10-16:h23,1,1,1,1,1,1,1,2,2,2,4,4,3,3,3,3,3,3,4,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,5,5,4,5,5,6,5,6,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,4,4,5,5,5,5,5,5,2,2,2,2,2,1,1,1,1,1,1,2,5,5,5,6,6,5,5,4,4,3,3,3,4,4,5,5,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,5,5,5,5,6,7,6,8,6,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,9,10,13,12,12,12,12,12,12,11,11,12,12,12,12,12,11,11,11,11,11,10,10,9,8,6,6,7,6,6,6,5,5,4,4,4
2009-10-17:h23,2,2,3,3,3,3,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,5,5,4,5,5,6,5,6,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,4,4,5,5,5,5,5,5,2,2,2,2,2,1,1,1,1,1,1,2,5,5,5,6,6,5,5,4,4,3,3,3,4,4,5,5,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,5,5,5,5,6,7,6,8,6,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,9,10,13,12,12,12,12,12,12,11,11,12,12,12,12,12,11,11,11,11,11,10,10,9,8,6,6,7,6,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,12,16,18,19
2009-10-18:h23,1,1,1,1,2,3,3,4,5,5,5,4,5,5,6,5,6,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,4,4,5,5,5,5,5,5,2,2,2,2,2,1,1,1,1,1,1,2,5,5,5,6,6,5,5,4,4,3,3,3,4,4,5,5,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,5,5,5,5,6,7,6,8,6,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,9,10,13,12,12,12,12,12,12,11,11,12,12,12,12,12,11,11,11,11,11,10,10,9,8,6,6,7,6,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,12,16,18,19,20,20,22,23,26,30,33,36,38,41,47,47,46,48,47,46,46,43,41,40,39,37,36,35
2009-10-19:h23,7,7,7,6,6,5,5,5,5,4,4,5,5,5,5,5,5,2,2,2,2,2,1,1,1,1,1,1,2,5,5,5,6,6,5,5,4,4,3,3,3,4,4,5,5,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,5,5,5,5,6,7,6,8,6,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,9,10,13,12,12,12,12,12,12,11,11,12,12,12,12,12,11,11,11,11,11,10,10,9,8,6,6,7,6,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,12,16,18,19,20,20,22,23,26,30,33,36,38,41,47,47,46,48,47,46,46,43,41,40,39,37,36,35,33,34,34,34,32,32,33,31,31,32,32,32,32,31,31,30,28,28,29,29,29,29,28,28
2009-10-20:h23,1,1,1,1,2,5,5,5,6,6,5,5,4,4,3,3,3,4,4,5,5,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,5,5,5,5,6,7,6,8,6,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,9,10,13,12,12,12,12,12,12,11,11,12,12,12,12,12,11,11,11,11,11,10,10,9,8,6,6,7,6,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,12,16,18,19,20,20,22,23,26,30,33,36,38,41,47,47,46,48,47,46,46,43,41,40,39,37,36,35,33,34,34,34,32,32,33,31,31,32,32,32,32,31,31,30,28,28,29,29,29,29,28,28,27,27,28,29,29,29,29,28,27,27,28,30,29,30,31,30,30,27,25,25,24,24,23,23
2009-10-21:h23,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,5,5,5,5,6,7,6,8,6,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,9,10,13,12,12,12,12,12,12,11,11,12,12,12,12,12,11,11,11,11,11,10,10,9,8,6,6,7,6,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,12,16,18,19,20,20,22,23,26,30,33,36,38,41,47,47,46,48,47,46,46,43,41,40,39,37,36,35,33,34,34,34,32,32,33,31,31,32,32,32,32,31,31,30,28,28,29,29,29,29,28,28,27,27,28,29,29,29,29,28,27,27,28,30,29,30,31,30,30,27,25,25,24,24,23,23,23,23,22,21,20,19,17,16,16,15,15,15,14,12,12,17,17,17,15,15,16,15,15,15
2009-10-22:h23,2,2,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,5,5,5,5,6,7,6,8,6,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,9,10,13,12,12,12,12,12,12,11,11,12,12,12,12,12,11,11,11,11,11,10,10,9,8,6,6,7,6,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,12,16,18,19,20,20,22,23,26,30,33,36,38,41,47,47,46,48,47,46,46,43,41,40,39,37,36,35,33,34,34,34,32,32,33,31,31,32,32,32,32,31,31,30,28,28,29,29,29,29,28,28,27,27,28,29,29,29,29,28,27,27,28,30,29,30,31,30,30,27,25,25,24,24,23,23,23,23,22,21,20,19,17,16,16,15,15,15,14,12,12,17,17,17,15,15,16,15,15,15,13,13,13,11,11,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2
2009-10-23:h23,3,3,4,4,4,5,5,5,5,5,6,7,6,8,6,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,9,10,13,12,12,12,12,12,12,11,11,12,12,12,12,12,11,11,11,11,11,10,10,9,8,6,6,7,6,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,12,16,18,19,20,20,22,23,26,30,33,36,38,41,47,47,46,48,47,46,46,43,41,40,39,37,36,35,33,34,34,34,32,32,33,31,31,32,32,32,32,31,31,30,28,28,29,29,29,29,28,28,27,27,28,29,29,29,29,28,27,27,28,30,29,30,31,30,30,27,25,25,24,24,23,23,23,23,22,21,20,19,17,16,16,15,15,15,14,12,12,17,17,17,15,15,16,15,15,15,13,13,13,11,11,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1
2009-10-24:h23,5,5,5,5,6,6,6,6,6,7,7,7,9,10,13,12,12,12,12,12,12,11,11,12,12,12,12,12,11,11,11,11,11,10,10,9,8,6,6,7,6,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,12,16,18,19,20,20,22,23,26,30,33,36,38,41,47,47,46,48,47,46,46,43,41,40,39,37,36,35,33,34,34,34,32,32,33,31,31,32,32,32,32,31,31,30,28,28,29,29,29,29,28,28,27,27,28,29,29,29,29,28,27,27,28,30,29,30,31,30,30,27,25,25,24,24,23,23,23,23,22,21,20,19,17,16,16,15,15,15,14,12,12,17,17,17,15,15,16,15,15,15,13,13,13,11,11,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-25:h23,12,12,12,12,11,11,11,11,11,10,10,9,8,6,6,7,6,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,12,16,18,19,20,20,22,23,26,30,33,36,38,41,47,47,46,48,47,46,46,43,41,40,39,37,36,35,33,34,34,34,32,32,33,31,31,32,32,32,32,31,31,30,28,28,29,29,29,29,28,28,27,27,28,29,29,29,29,28,27,27,28,30,29,30,31,30,30,27,25,25,24,24,23,23,23,23,22,21,20,19,17,16,16,15,15,15,14,12,12,17,17,17,15,15,16,15,15,15,13,13,13,11,11,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-26:h23,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,12,16,18,19,20,20,22,23,26,30,33,36,38,41,47,47,46,48,47,46,46,43,41,40,39,37,36,35,33,34,34,34,32,32,33,31,31,32,32,32,32,31,31,30,28,28,29,29,29,29,28,28,27,27,28,29,29,29,29,28,27,27,28,30,29,30,31,30,30,27,25,25,24,24,23,23,23,23,22,21,20,19,17,16,16,15,15,15,14,12,12,17,17,17,15,15,16,15,15,15,13,13,13,11,11,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3
2009-10-27:h23,20,20,22,23,26,30,33,36,38,41,47,47,46,48,47,46,46,43,41,40,39,37,36,35,33,34,34,34,32,32,33,31,31,32,32,32,32,31,31,30,28,28,29,29,29,29,28,28,27,27,28,29,29,29,29,28,27,27,28,30,29,30,31,30,30,27,25,25,24,24,23,23,23,23,22,21,20,19,17,16,16,15,15,15,14,12,12,17,17,17,15,15,16,15,15,15,13,13,13,11,11,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,4,5,5,6,7,7,8,10,12,12,12,12,11,13,15,18,19,19,18,18,18,17,17,17
2009-10-28:h23,33,34,34,34,32,32,33,31,31,32,32,32,32,31,31,30,28,28,29,29,29,29,28,28,27,27,28,29,29,29,29,28,27,27,28,30,29,30,31,30,30,27,25,25,24,24,23,23,23,23,22,21,20,19,17,16,16,15,15,15,14,12,12,17,17,17,15,15,16,15,15,15,13,13,13,11,11,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,4,5,5,6,7,7,8,10,12,12,12,12,11,13,15,18,19,19,18,18,18,17,17,17,18,18,18,17,16,16,16,16,15,15,14,13,12,12,12,11,12,12,12,12,12,14,14,13
2009-10-29:h23,27,27,28,29,29,29,29,28,27,27,28,30,29,30,31,30,30,27,25,25,24,24,23,23,23,23,22,21,20,19,17,16,16,15,15,15,14,12,12,17,17,17,15,15,16,15,15,15,13,13,13,11,11,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,4,5,5,6,7,7,8,10,12,12,12,12,11,13,15,18,19,19,18,18,18,17,17,17,18,18,18,17,16,16,16,16,15,15,14,13,12,12,12,11,12,12,12,12,12,14,14,13,11,9,9,9,8,8,8,7,7,6,6,7,6,8,8,9,8,10,10,11,11,12,13,14
2009-10-30:h23,23,23,22,21,20,19,17,16,16,15,15,15,14,12,12,17,17,17,15,15,16,15,15,15,13,13,13,11,11,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,4,5,5,6,7,7,8,10,12,12,12,12,11,13,15,18,19,19,18,18,18,17,17,17,18,18,18,17,16,16,16,16,15,15,14,13,12,12,12,11,12,12,12,12,12,14,14,13,11,9,9,9,8,8,8,7,7,6,6,7,6,8,8,9,8,10,10,11,11,12,13,14,14,14,14,13,12,12,11,11,11,11,11,12,12,14,13,12,12,11,11,10,12,12,15,14
2009-10-31:h23,13,13,13,11,11,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,4,5,5,6,7,7,8,10,12,12,12,12,11,13,15,18,19,19,18,18,18,17,17,17,18,18,18,17,16,16,16,16,15,15,14,13,12,12,12,11,12,12,12,12,12,14,14,13,11,9,9,9,8,8,8,7,7,6,6,7,6,8,8,9,8,10,10,11,11,12,13,14,14,14,14,13,12,12,11,11,11,11,11,12,12,14,13,12,12,11,11,10,12,12,15,14,13,14,15,16,15,18,20,20,23,23,24,22,23,24,25,25,25,25,25,24,23,24,23,21
2009-11-01:h23,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,4,5,5,6,7,7,8,10,12,12,12,12,11,13,15,18,19,19,18,18,18,17,17,17,18,18,18,17,16,16,16,16,15,15,14,13,12,12,12,11,12,12,12,12,12,14,14,13,11,9,9,9,8,8,8,7,7,6,6,7,6,8,8,9,8,10,10,11,11,12,13,14,14,14,14,13,12,12,11,11,11,11,11,12,12,14,13,12,12,11,11,10,12,12,15,14,13,14,15,16,15,18,20,20,23,23,24,22,23,24,25,25,25,25,25,24,23,24,23,21,20,18,16,15,14,12,12,12,12,12,10,9,9,9,7,7,7,7,7,7,8,11,11,12
2009-11-02:h23,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,4,5,5,6,7,7,8,10,12,12,12,12,11,13,15,18,19,19,18,18,18,17,17,17,18,18,18,17,16,16,16,16,15,15,14,13,12,12,12,11,12,12,12,12,12,14,14,13,11,9,9,9,8,8,8,7,7,6,6,7,6,8,8,9,8,10,10,11,11,12,13,14,14,14,14,13,12,12,11,11,11,11,11,12,12,14,13,12,12,11,11,10,12,12,15,14,13,14,15,16,15,18,20,20,23,23,24,22,23,24,25,25,25,25,25,24,23,24,23,21,20,18,16,15,14,12,12,12,12,12,10,9,9,9,7,7,7,7,7,7,8,11,11,12,12,12,12,12,11,11,10,9,8,4,4,5,5,6,5,5,4,6,5,5,5,8,8,8
2009-11-03:h23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,4,5,5,6,7,7,8,10,12,12,12,12,11,13,15,18,19,19,18,18,18,17,17,17,18,18,18,17,16,16,16,16,15,15,14,13,12,12,12,11,12,12,12,12,12,14,14,13,11,9,9,9,8,8,8,7,7,6,6,7,6,8,8,9,8,10,10,11,11,12,13,14,14,14,14,13,12,12,11,11,11,11,11,12,12,14,13,12,12,11,11,10,12,12,15,14,13,14,15,16,15,18,20,20,23,23,24,22,23,24,25,25,25,25,25,24,23,24,23,21,20,18,16,15,14,12,12,12,12,12,10,9,9,9,7,7,7,7,7,7,8,11,11,12,12,12,12,12,11,11,10,9,8,4,4,5,5,6,5,5,4,6,5,5,5,8,8,8,8,8,9,9,9,10,11,12,12,14,13,13,15,13,13,13,13,10,9,9,7,5,3,4
2009-11-04:h23,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,4,5,5,6,7,7,8,10,12,12,12,12,11,13,15,18,19,19,18,18,18,17,17,17,18,18,18,17,16,16,16,16,15,15,14,13,12,12,12,11,12,12,12,12,12,14,14,13,11,9,9,9,8,8,8,7,7,6,6,7,6,8,8,9,8,10,10,11,11,12,13,14,14,14,14,13,12,12,11,11,11,11,11,12,12,14,13,12,12,11,11,10,12,12,15,14,13,14,15,16,15,18,20,20,23,23,24,22,23,24,25,25,25,25,25,24,23,24,23,21,20,18,16,15,14,12,12,12,12,12,10,9,9,9,7,7,7,7,7,7,8,11,11,12,12,12,12,12,11,11,10,9,8,4,4,5,5,6,5,5,4,6,5,5,5,8,8,8,8,8,9,9,9,10,11,12,12,14,13,13,15,13,13,13,13,10,9,9,7,5,3,4,4,3,4,4,4,4,4,3,3,3,4,4,4,6,5,5,5,6,7,7,6,7,7,6
2009-11-05:h23,4,5,5,6,7,7,8,10,12,12,12,12,11,13,15,18,19,19,18,18,18,17,17,17,18,18,18,17,16,16,16,16,15,15,14,13,12,12,12,11,12,12,12,12,12,14,14,13,11,9,9,9,8,8,8,7,7,6,6,7,6,8,8,9,8,10,10,11,11,12,13,14,14,14,14,13,12,12,11,11,11,11,11,12,12,14,13,12,12,11,11,10,12,12,15,14,13,14,15,16,15,18,20,20,23,23,24,22,23,24,25,25,25,25,25,24,23,24,23,21,20,18,16,15,14,12,12,12,12,12,10,9,9,9,7,7,7,7,7,7,8,11,11,12,12,12,12,12,11,11,10,9,8,4,4,5,5,6,5,5,4,6,5,5,5,8,8,8,8,8,9,9,9,10,11,12,12,14,13,13,15,13,13,13,13,10,9,9,7,5,3,4,4,3,4,4,4,4,4,3,3,3,4,4,4,6,5,5,5,6,7,7,6,7,7,6,6,7,7,6,8,9,9,11,11,12,13,14,13,13,13,14,13,14,14,13,13,14,13,12
2009-11-06:h23,18,18,18,17,16,16,16,16,15,15,14,13,12,12,12,11,12,12,12,12,12,14,14,13,11,9,9,9,8,8,8,7,7,6,6,7,6,8,8,9,8,10,10,11,11,12,13,14,14,14,14,13,12,12,11,11,11,11,11,12,12,14,13,12,12,11,11,10,12,12,15,14,13,14,15,16,15,18,20,20,23,23,24,22,23,24,25,25,25,25,25,24,23,24,23,21,20,18,16,15,14,12,12,12,12,12,10,9,9,9,7,7,7,7,7,7,8,11,11,12,12,12,12,12,11,11,10,9,8,4,4,5,5,6,5,5,4,6,5,5,5,8,8,8,8,8,9,9,9,10,11,12,12,14,13,13,15,13,13,13,13,10,9,9,7,5,3,4,4,3,4,4,4,4,4,3,3,3,4,4,4,6,5,5,5,6,7,7,6,7,7,6,6,7,7,6,8,9,9,11,11,12,13,14,13,13,13,14,13,14,14,13,13,14,13,12,12,10,9,9,8,8,8,8,6,5,5,6,5,6,7,7,8,10,10,10,10,10,10,10
2009-11-07:h23,11,9,9,9,8,8,8,7,7,6,6,7,6,8,8,9,8,10,10,11,11,12,13,14,14,14,14,13,12,12,11,11,11,11,11,12,12,14,13,12,12,11,11,10,12,12,15,14,13,14,15,16,15,18,20,20,23,23,24,22,23,24,25,25,25,25,25,24,23,24,23,21,20,18,16,15,14,12,12,12,12,12,10,9,9,9,7,7,7,7,7,7,8,11,11,12,12,12,12,12,11,11,10,9,8,4,4,5,5,6,5,5,4,6,5,5,5,8,8,8,8,8,9,9,9,10,11,12,12,14,13,13,15,13,13,13,13,10,9,9,7,5,3,4,4,3,4,4,4,4,4,3,3,3,4,4,4,6,5,5,5,6,7,7,6,7,7,6,6,7,7,6,8,9,9,11,11,12,13,14,13,13,13,14,13,14,14,13,13,14,13,12,12,10,9,9,8,8,8,8,6,5,5,6,5,6,7,7,8,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,13,13,15,15,15,16,17
2009-11-08:h23,14,14,14,13,12,12,11,11,11,11,11,12,12,14,13,12,12,11,11,10,12,12,15,14,13,14,15,16,15,18,20,20,23,23,24,22,23,24,25,25,25,25,25,24,23,24,23,21,20,18,16,15,14,12,12,12,12,12,10,9,9,9,7,7,7,7,7,7,8,11,11,12,12,12,12,12,11,11,10,9,8,4,4,5,5,6,5,5,4,6,5,5,5,8,8,8,8,8,9,9,9,10,11,12,12,14,13,13,15,13,13,13,13,10,9,9,7,5,3,4,4,3,4,4,4,4,4,3,3,3,4,4,4,6,5,5,5,6,7,7,6,7,7,6,6,7,7,6,8,9,9,11,11,12,13,14,13,13,13,14,13,14,14,13,13,14,13,12,12,10,9,9,8,8,8,8,6,5,5,6,5,6,7,7,8,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,13,13,15,15,15,16,17,18,18,19,23,24,25,25,27,29,29,29,29,28,29,28,29,27,26,25,23,23,21,19,18
2009-11-09:h23,13,14,15,16,15,18,20,20,23,23,24,22,23,24,25,25,25,25,25,24,23,24,23,21,20,18,16,15,14,12,12,12,12,12,10,9,9,9,7,7,7,7,7,7,8,11,11,12,12,12,12,12,11,11,10,9,8,4,4,5,5,6,5,5,4,6,5,5,5,8,8,8,8,8,9,9,9,10,11,12,12,14,13,13,15,13,13,13,13,10,9,9,7,5,3,4,4,3,4,4,4,4,4,3,3,3,4,4,4,6,5,5,5,6,7,7,6,7,7,6,6,7,7,6,8,9,9,11,11,12,13,14,13,13,13,14,13,14,14,13,13,14,13,12,12,10,9,9,8,8,8,8,6,5,5,6,5,6,7,7,8,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,13,13,15,15,15,16,17,18,18,19,23,24,25,25,27,29,29,29,29,28,29,28,29,27,26,25,23,23,21,19,18,18,18,16,15,13,13,12,12,12,12,12,10,9,9,13,13,11,11,12,12,11,11,10,9
2009-11-10:h23,20,18,16,15,14,12,12,12,12,12,10,9,9,9,7,7,7,7,7,7,8,11,11,12,12,12,12,12,11,11,10,9,8,4,4,5,5,6,5,5,4,6,5,5,5,8,8,8,8,8,9,9,9,10,11,12,12,14,13,13,15,13,13,13,13,10,9,9,7,5,3,4,4,3,4,4,4,4,4,3,3,3,4,4,4,6,5,5,5,6,7,7,6,7,7,6,6,7,7,6,8,9,9,11,11,12,13,14,13,13,13,14,13,14,14,13,13,14,13,12,12,10,9,9,8,8,8,8,6,5,5,6,5,6,7,7,8,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,13,13,15,15,15,16,17,18,18,19,23,24,25,25,27,29,29,29,29,28,29,28,29,27,26,25,23,23,21,19,18,18,18,16,15,13,13,12,12,12,12,12,10,9,9,13,13,11,11,12,12,11,11,10,9,9,9,9,9,9,9,9,9,9,8,8,8,10,9,9,5,2,2,1,1,1,1,1,1
