Visibility,O3,station,O_XYLENE,NMHC,PH_RAIN,PRESSURE,UVB,ETHYLBENZENE,RH,NOx,PM2.5,RP,O3-TEST2,CO,SHELT_TEMP,RAINFALL,THC,WIND_DIREC,year,RAIN_INT,RAIN_TEMP,SO2-test,CH4,UVB-1,O3-test,SO2,WIND_SPEED,VOLUME,UVA-1,AMB_TEMP,UVA,WD_HR,NO2,BENZENE,PM10,M_P_XYLENES,WS_HR,TOLUENE,PM2.5-test,RAIN_COND,CO2,NO
,0.5397465800384144,,,,,,,,,0.6137013691520129,,,,0.33097251506611347,0.0015938069216757742,0.17383787075926607,,0.21123827413630136,,,,,,,,0.3679443148530262,0.2199289941367501,,,0.18102059268464057,,0.4115122139880729,0.6134692428753183,,0.5368320483833854,,0.4115122139880729,,,,,0.6171430663080983
,0.6984740184368592,,,1.4442611074203482,1.5313686198679535,,,,,0.9898574420967867,,,,0.3616036742656237,0.01616575591985428,0.24767492958811702,1.4447177284249149,0.22623277180400955,,0.007513661202185792,0.00819672131147541,,1.444831883676056,,,0.4477449480591793,0.21803306364667954,,,0.23188808482843853,,0.5186214382437433,0.9908879893706326,,0.5294072128055067,,0.5185056975030025,,,1.5756088148252454,,1.040758389058416
,0.5585795352457058,,0.07922374429223744,,,,,0.07922374429223744,,0.708870890150446,0.7371208890915288,,,0.3252398697140541,0.008789954337899543,0.13353238442292023,,0.2576397140486678,,0.006621004566210046,0.007534246575342466,,,,,0.4128331426489568,0.18876663299846488,0.07922374429223744,,0.1552557127975897,,0.4351461143343021,0.708870890150446,0.07922374429223744,0.48672337762195705,0.07922374429223744,0.4351461143343021,0.07922374429223744,,,,0.7089847335019943
,0.6250643012910375,,,2.325084290713186,,,,,,0.6806779475888783,,,,0.36551681990455714,0.0020491803278688526,0.10348892606570015,2.3241559056243686,0.3874524968818142,,,,,2.324037534412247,,0.7011612021857924,0.3316726034931459,0.41645960817228783,,,0.26497891396723644,,0.42573559291221547,0.6804460449248022,,0.35276410503125644,,0.4233383326382429,,,,,0.6864969076674318
,0.9799676173160142,,,,,,,,,0.7265769867637334,,,,0.3182564229161438,0.003870673952641166,0.14164108480070775,,0.13694505954233,,,,,,,0.022313296903460837,0.291921196474996,0.16346635853055996,,,0.14358001778963744,,0.4092453894385176,0.7285242692924035,,0.41190167114246085,,0.41152849446134865,,,,,0.7464118163522692
,0.6956095257204826,,0.114867941712204,,,,,0.12249544626593807,,0.7706654814444284,1.00304175675336,,,0.3434159362844442,0.006602914389799636,0.08500436014093495,,0.18184665677647938,,,,,,,,0.6023016980505421,0.184004323060858,0.08139799635701275,,0.2542502692460171,,0.40395288895316966,0.7710118512592394,0.12249544626593807,0.5714241669386024,0.12169854280510019,0.40395288895316966,0.12249544626593807,,,,0.7729539351586319
,0.6095815666449227,,1.0,1.434657125298525,,,,1.0,,1.0110539707538553,,0.08333333333333333,,0.22743703861138734,0.0,0.10307067494696767,1.4287146227300047,0.09322061063155179,,,,,1.4284789470197818,,,0.3098441073458655,0.10075454530730099,1.0,,0.08570054454385834,,0.40603757038534155,1.0119672127629877,1.0,0.3407210426007629,1.0,0.40603757038534155,1.0,,,,1.0198075422777946
,0.5351235035639003,,,,,,,,,0.8052633662082833,,,,0.28414911676559196,0.001366120218579235,0.1156326322917811,,0.1536214182521496,,,,,,0.745787795992714,,0.5844102812038512,0.16655246349006658,,,0.09901758737157382,,0.4153059944085657,0.8052630543086902,,0.3861298748440892,,0.41542014965970725,,,,,0.8052633662082833
,0.343477943374896,,,0.9148796144057599,,,0.6487704987951161,,,0.6581537129710231,,,,0.25639514447067563,0.003756830601092896,0.11162846355425772,0.9128273515716042,0.18005726537245803,,,,,0.9160212034068215,0.9594717668488161,,0.27558282876201234,0.16608657200888807,,0.9594717668488161,0.12177208483322095,,0.42990178966916015,0.6582678682221647,,0.4015055763899578,,0.4297876344180186,,,,,0.6582669290959168
0.6445810564663024,0.49398621995607167,,,,,,,,,0.7402314552613508,,,,0.33830685854181247,0.014913479052823315,0.15197083040741804,,0.2416448539743229,,,,,,,,0.4990866091816294,0.20936842211755197,,,0.14481117924232118,,0.4124058063228286,0.7392056434906761,,0.5421876826554852,,0.4124058063228286,,,,,0.7417253000771136
